Year,Month,Day,Hour,Minute,GHI,Clearsky GHI,Cloud Type,Wind Speed,Relative Humidity,Temperature,Pressure,GHI_Day_Ahead
2015,1,1,8,30,93,93,0,0.4,66.16,0,970,0
2015,1,1,9,30,236,236,0,0.3,63.72,2,970,89
2015,1,1,10,30,351,351,0,0.3,65.71,5,970,228
2015,1,1,11,30,419,419,0,0.3,70.69,7,960,340
2015,1,1,12,30,432,432,0,0.2,75.98,8,960,407
2015,1,1,13,30,389,389,0,0.2,80.02,8,960,421
2015,1,1,14,30,296,296,0,0.3,95.09,7,960,379
2015,1,1,15,30,164,164,0,0.7,100,4,960,287
2015,1,1,16,30,27,27,0,0.9,100,2,960,158
2015,1,2,8,30,89,89,0,0.3,77.78,2,970,0
2015,1,2,9,30,228,228,0,0.3,77.83,4,970,85
2015,1,2,10,30,340,340,0,0.2,74.95,7,970,101
2015,1,2,11,30,407,407,0,0.2,79.31,8,970,206
2015,1,2,12,30,421,421,0,0.1,80.7,9,960,251
2015,1,2,13,30,379,379,0,0.1,81.02,9,960,320
2015,1,2,14,30,287,287,0,0.2,92.9,8,960,382
2015,1,2,15,30,158,158,0,0.4,100,7,960,291
2015,1,2,16,30,26,26,0,0.5,89.1,5,960,162
2015,1,3,8,30,85,85,0,0.4,92.07,5,970,0
2015,1,3,9,30,101,223,4,0.2,92.1,6,970,39
2015,1,3,10,30,206,337,4,0.2,84.05,8,970,28
2015,1,3,11,30,251,406,4,0.1,83.11,9,970,253
2015,1,3,12,30,320,421,4,0.1,82.11,10,970,267
2015,1,3,13,30,382,382,0,0.1,82.43,11,970,338
2015,1,3,14,30,291,291,0,0.3,90.78,10,970,288
2015,1,3,15,30,162,162,0,0.5,81.57,8,970,210
2015,1,3,16,30,28,28,4,0.6,82.94,7,970,91
2015,1,4,8,30,39,84,4,0.2,97.44,5,970,0
2015,1,4,9,30,28,219,4,0.2,100,7,970,31
2015,1,4,10,30,253,325,4,0.2,93.32,8,970,173
2015,1,4,11,30,267,390,4,0.2,88.85,9,970,269
2015,1,4,12,30,338,404,7,0.1,95.78,9,970,275
2015,1,4,13,30,288,365,7,0.1,99.31,9,970,242
2015,1,4,14,30,210,279,7,0.1,100,8,970,199
2015,1,4,15,30,91,156,7,0.2,100,7,970,202
2015,1,4,16,30,16,28,7,0.3,100,6,970,80
2015,1,5,8,30,31,85,4,0.3,95.39,6,970,0
2015,1,5,9,30,173,223,7,0.3,94.49,8,970,50
2015,1,5,10,30,269,337,4,0.3,94.14,10,970,107
2015,1,5,11,30,275,406,7,0.3,88.34,11,970,337
2015,1,5,12,30,242,423,4,0.3,88.73,12,970,334
2015,1,5,13,30,199,382,7,0.2,94,13,970,420
2015,1,5,14,30,202,293,4,0.2,98.03,12,970,383
2015,1,5,15,30,80,166,7,0.3,100,9,970,295
2015,1,5,16,30,15,31,6,0.4,100,7,970,168
2015,1,6,8,30,50,87,4,0.4,91.33,7,970,0
2015,1,6,9,30,107,226,4,0.4,87,9,970,93
2015,1,6,10,30,337,337,0,0.4,78.25,11,970,237
2015,1,6,11,30,334,405,4,0.3,77.93,13,970,172
2015,1,6,12,30,420,420,0,0.3,81.24,14,970,252
2015,1,6,13,30,383,383,0,0.2,82.68,15,970,441
2015,1,6,14,30,295,295,0,0.2,94.93,14,970,401
2015,1,6,15,30,168,168,0,0.4,100,12,970,310
2015,1,6,16,30,34,34,0,0.5,100,10,970,179
2015,1,7,8,30,93,93,0,0.5,88.97,7,970,0
2015,1,7,9,30,237,237,1,0.4,80.83,9,970,37
2015,1,7,10,30,172,354,3,0.3,74.55,12,970,81
2015,1,7,11,30,252,425,3,0.3,74.79,15,970,222
2015,1,7,12,30,441,441,0,0.2,79.03,16,970,177
2015,1,7,13,30,401,401,0,0.2,80.83,17,970,229
2015,1,7,14,30,310,310,0,0.2,87.41,16,970,272
2015,1,7,15,30,179,179,0,0.5,100,13,970,222
2015,1,7,16,30,38,38,0,0.7,100,11,970,135
2015,1,8,8,30,37,92,4,0.4,92.27,7,970,0
2015,1,8,9,30,81,235,4,0.3,83.93,10,970,51
2015,1,8,10,30,222,350,4,0.3,80.17,13,970,71
2015,1,8,11,30,177,420,4,0.3,77.03,14,960,196
2015,1,8,12,30,229,437,4,0.2,77.78,15,960,263
2015,1,8,13,30,272,397,4,0.2,84.25,15,960,231
2015,1,8,14,30,222,307,4,0.3,97.82,14,960,217
2015,1,8,15,30,135,176,4,0.6,100,12,960,174
2015,1,8,16,30,28,37,4,0.8,100,11,960,117
2015,1,9,8,30,51,89,7,0.3,86.02,8,960,0
2015,1,9,9,30,71,232,4,0.2,84.42,10,960,14
2015,1,9,10,30,196,349,4,0.2,82.05,12,960,62
2015,1,9,11,30,263,421,7,0.1,75.07,13,960,160
2015,1,9,12,30,231,438,7,0,71.67,14,960,191
2015,1,9,13,30,217,401,7,0.1,67.55,15,960,210
2015,1,9,14,30,174,310,7,0.1,78.17,14,960,210
2015,1,9,15,30,117,179,4,0.2,82.21,13,960,193
2015,1,9,16,30,17,39,7,0.2,69.35,12,960,71
2015,1,10,8,30,14,87,4,0.3,91.55,7,960,0
2015,1,10,9,30,62,225,4,0.2,96.08,9,960,14
2015,1,10,10,30,160,337,4,0.1,86.71,10,960,77
2015,1,10,11,30,191,407,4,0.1,82.25,11,960,104
2015,1,10,12,30,210,423,7,0.1,77.5,12,960,104
2015,1,10,13,30,210,382,4,0.1,80.62,12,960,142
2015,1,10,14,30,193,291,4,0.1,90.44,11,960,103
2015,1,10,15,30,71,165,4,0.2,100,10,960,43
2015,1,10,16,30,22,34,4,0.4,100,9,960,95
2015,1,11,8,30,14,81,4,0.1,100,7,960,0
2015,1,11,9,30,77,215,6,0.1,100,7,960,27
2015,1,11,10,30,104,329,6,0.1,100,8,960,18
2015,1,11,11,30,104,400,6,0.2,100,9,960,48
2015,1,11,12,30,142,420,6,0.2,94.6,10,960,62
2015,1,11,13,30,103,385,6,0.1,88.34,10,960,75
2015,1,11,14,30,43,298,7,0.1,94.94,10,960,77
2015,1,11,15,30,95,173,7,0.1,100,9,960,56
2015,1,11,16,30,21,39,7,0.2,100,7,960,35
2015,1,12,8,30,27,86,7,0.1,100,8,970,0
2015,1,12,9,30,18,224,4,0.1,100,8,970,100
2015,1,12,10,30,48,335,4,0.1,100,9,970,82
2015,1,12,11,30,62,407,4,0.1,100,9,970,371
2015,1,12,12,30,75,425,4,0.1,100,10,970,446
2015,1,12,13,30,77,390,4,0.1,100,10,970,466
2015,1,12,14,30,56,304,4,0.1,100,10,970,428
2015,1,12,15,30,35,179,4,0.2,100,9,970,337
2015,1,12,16,30,12,43,4,0.2,100,8,970,203
2015,1,13,8,30,100,100,0,0.4,99.44,4,970,0
2015,1,13,9,30,82,250,3,0.4,94.89,6,970,69
2015,1,13,10,30,371,371,0,0.4,90.59,8,970,147
2015,1,13,11,30,446,446,0,0.4,87.52,10,970,291
2015,1,13,12,30,466,466,0,0.4,79.72,11,970,333
2015,1,13,13,30,428,428,0,0.3,72.31,12,970,339
2015,1,13,14,30,337,337,0,0.2,73.21,11,970,342
2015,1,13,15,30,203,203,0,0.3,95.93,9,970,259
2015,1,13,16,30,54,54,0,0.4,100,6,970,157
2015,1,14,8,30,69,101,4,0.4,81.99,4,970,0
2015,1,14,9,30,147,251,4,0.3,78.09,7,970,51
2015,1,14,10,30,291,372,4,0.2,68.16,10,970,26
2015,1,14,11,30,333,446,4,0.2,63.94,11,970,43
2015,1,14,12,30,339,465,4,0.2,63.32,12,970,170
2015,1,14,13,30,342,428,7,0.1,67.18,12,970,58
2015,1,14,14,30,259,337,7,0.2,79.2,11,970,98
2015,1,14,15,30,157,203,3,0.4,100,9,970,58
2015,1,14,16,30,54,54,4,0.5,99.47,7,970,96
2015,1,15,8,30,51,94,6,0.3,97.3,5,970,0
2015,1,15,9,30,26,234,6,0.3,95.37,6,970,101
2015,1,15,10,30,43,350,6,0.3,94.76,7,970,79
2015,1,15,11,30,170,423,7,0.4,95.73,7,970,128
2015,1,15,12,30,58,442,7,0.4,95.43,8,970,181
2015,1,15,13,30,98,406,7,0.4,99.17,9,960,249
2015,1,15,14,30,58,322,6,0.3,100,9,960,310
2015,1,15,15,30,96,195,6,0.3,100,8,960,226
2015,1,15,16,30,18,53,6,0.2,100,7,960,101
2015,1,16,8,30,101,101,1,0.1,100,8,970,0
2015,1,16,9,30,79,252,3,0.1,100,9,970,11
2015,1,16,10,30,128,375,3,0.2,95.54,11,970,49
2015,1,16,11,30,181,451,7,0.2,87.01,12,970,47
2015,1,16,12,30,249,471,3,0.2,77.98,13,970,228
2015,1,16,13,30,310,434,4,0.2,73.72,13,970,132
2015,1,16,14,30,226,344,7,0.2,78.48,12,970,86
2015,1,16,15,30,101,211,6,0.4,93.97,10,970,12
2015,1,16,16,30,26,61,6,0.8,91.51,8,970,22
2015,1,17,8,30,11,93,7,0.2,100,10,970,0
2015,1,17,9,30,49,233,6,0.3,100,11,970,36
2015,1,17,10,30,47,349,7,0.3,100,12,970,168
2015,1,17,11,30,228,423,7,0.4,100,14,960,234
2015,1,17,12,30,132,442,7,0.4,100,15,960,214
2015,1,17,13,30,86,408,7,0.4,100,15,960,350
2015,1,17,14,30,12,322,4,0.3,100,15,960,294
2015,1,17,15,30,22,195,7,0.2,100,14,960,130
2015,1,17,16,30,55,55,0,0.2,100,13,960,16
2015,1,18,8,30,36,102,4,0.1,100,9,970,0
2015,1,18,9,30,168,252,7,0.2,100,10,970,104
2015,1,18,10,30,234,375,7,0.2,100,10,970,71
2015,1,18,11,30,214,451,8,0.3,98.9,10,970,171
2015,1,18,12,30,350,471,7,0.3,94.16,10,970,176
2015,1,18,13,30,294,434,4,0.2,88.89,10,970,222
2015,1,18,14,30,130,344,4,0.1,91.31,10,970,331
2015,1,18,15,30,16,213,4,0.2,97.84,9,970,351
2015,1,18,16,30,33,64,4,0.4,100,7,970,218
2015,1,19,8,30,104,104,1,0.2,95.71,5,970,0
2015,1,19,9,30,71,254,4,0.2,91.34,7,970,18
2015,1,19,10,30,171,378,4,0.2,81.4,8,970,35
2015,1,19,11,30,176,454,3,0.2,75.18,9,970,84
2015,1,19,12,30,222,476,3,0.2,69.79,10,970,106
2015,1,19,13,30,331,440,2,0.2,69.65,11,970,138
2015,1,19,14,30,351,351,0,0.2,74.82,10,970,159
2015,1,19,15,30,218,218,0,0.2,93.29,8,970,126
2015,1,19,16,30,67,67,0,0.2,100,5,970,98
2015,1,20,8,30,18,106,4,0.2,81.69,3,970,0
2015,1,20,9,30,35,256,4,0.3,75.45,6,970,114
2015,1,20,10,30,84,381,4,0.2,66.29,9,970,75
2015,1,20,11,30,106,458,4,0.2,65.96,11,970,147
2015,1,20,12,30,138,480,4,0.1,64.24,12,970,240
2015,1,20,13,30,159,444,4,0.1,62.13,12,970,489
2015,1,20,14,30,126,356,4,0.1,69.37,11,970,451
2015,1,20,15,30,98,224,4,0.3,90.22,9,970,297
2015,1,20,16,30,72,72,1,0.6,91.25,7,970,153
2015,1,21,8,30,114,114,0,0.3,77.01,4,970,0
2015,1,21,9,30,75,267,4,0.3,70.99,7,970,21
2015,1,21,10,30,147,392,4,0.3,62.74,9,970,79
2015,1,21,11,30,240,469,4,0.3,65.16,11,970,273
2015,1,21,12,30,489,489,0,0.2,65.54,12,970,269
2015,1,21,13,30,451,451,0,0.2,67.05,13,970,242
2015,1,21,14,30,297,361,4,0.2,82.01,12,970,212
2015,1,21,15,30,153,227,4,0.4,100,10,970,144
2015,1,21,16,30,37,74,4,0.7,96.42,8,970,157
2015,1,22,8,30,21,100,4,0.3,78.63,5,970,0
2015,1,22,9,30,79,246,4,0.3,69.47,7,970,107
2015,1,22,10,30,273,374,4,0.2,61.41,10,970,142
2015,1,22,11,30,269,452,4,0.1,60.11,13,970,305
2015,1,22,12,30,242,476,4,0,61.49,14,970,386
2015,1,22,13,30,212,443,4,0,61.24,14,970,344
2015,1,22,14,30,144,355,4,0.1,70.03,14,970,332
2015,1,22,15,30,157,224,3,0.3,86.68,12,970,347
2015,1,22,16,30,74,74,0,0.4,86,11,970,106
2015,1,23,8,30,107,107,1,0.3,92.69,7,980,0
2015,1,23,9,30,142,252,4,0.3,85.65,9,980,57
2015,1,23,10,30,305,374,3,0.3,77.81,11,980,263
2015,1,23,11,30,386,448,3,0.2,71.21,13,980,276
2015,1,23,12,30,344,467,4,0.1,73.8,14,970,423
2015,1,23,13,30,332,433,4,0.1,80.24,15,970,403
2015,1,23,14,30,347,347,0,0.1,81.86,15,970,342
2015,1,23,15,30,106,220,4,0.4,95.79,13,970,364
2015,1,23,16,30,74,74,0,0.6,100,11,970,233
2015,1,24,8,30,57,112,4,0.4,84.69,8,970,0
2015,1,24,9,30,263,263,0,0.3,79,10,970,116
2015,1,24,10,30,276,386,3,0.3,76.68,13,970,191
2015,1,24,11,30,423,464,7,0.2,71.34,15,970,251
2015,1,24,12,30,403,486,3,0.2,69.72,17,970,358
2015,1,24,13,30,342,452,4,0.2,70.05,18,970,487
2015,1,24,14,30,364,364,0,0.2,82.88,17,970,454
2015,1,24,15,30,233,233,0,0.4,100,15,970,367
2015,1,24,16,30,82,82,0,0.7,97.17,13,970,186
2015,1,25,8,30,116,116,0,0.5,81.06,8,970,0
2015,1,25,9,30,191,266,7,0.4,73.69,12,970,46
2015,1,25,10,30,251,388,7,0.4,71.94,15,970,129
2015,1,25,11,30,358,464,7,0.4,71.1,17,970,298
2015,1,25,12,30,487,487,1,0.3,75.14,19,970,311
2015,1,25,13,30,454,454,0,0.3,77.62,20,960,402
2015,1,25,14,30,367,367,0,0.2,89.95,19,960,401
2015,1,25,15,30,186,238,3,0.3,98.08,17,960,310
2015,1,25,16,30,86,86,1,0.4,100,14,960,233
2015,1,26,8,30,46,126,3,0.4,87.55,8,960,0
2015,1,26,9,30,129,284,4,0.3,84.44,11,960,16
2015,1,26,10,30,298,412,7,0.3,74.19,14,960,164
2015,1,26,11,30,311,491,6,0.2,69.99,15,960,254
2015,1,26,12,30,402,513,7,0.2,69.57,16,960,338
2015,1,26,13,30,401,477,7,0.2,67.89,17,960,290
2015,1,26,14,30,310,387,4,0.2,67.89,17,960,170
2015,1,26,15,30,233,251,7,0.4,68.18,16,960,205
2015,1,26,16,30,59,93,4,0.6,57.62,15,960,105
2015,1,27,8,30,16,114,7,0.2,93.36,9,960,0
2015,1,27,9,30,164,263,7,0.1,90.43,10,960,10
2015,1,27,10,30,254,385,4,0.2,80.84,11,960,64
2015,1,27,11,30,338,462,4,0.2,75.84,12,960,228
2015,1,27,12,30,290,484,4,0.2,75.25,13,960,272
2015,1,27,13,30,170,450,7,0.1,75.98,13,960,501
2015,1,27,14,30,205,363,4,0.1,81.23,12,960,466
2015,1,27,15,30,105,234,4,0.2,96.61,11,970,281
2015,1,27,16,30,61,85,7,0.3,96.44,10,970,209
2015,1,28,8,30,10,117,4,0.3,100,7,970,0
2015,1,28,9,30,64,268,4,0.3,90.09,9,970,64
2015,1,28,10,30,228,398,4,0.2,81.12,11,970,99
2015,1,28,11,30,272,477,4,0.2,71.49,13,970,303
2015,1,28,12,30,501,501,1,0.1,67.15,14,970,430
2015,1,28,13,30,466,466,1,0.1,64.51,14,970,500
2015,1,28,14,30,281,377,4,0.2,63.11,15,970,371
2015,1,28,15,30,209,244,4,0.4,72.53,14,970,238
2015,1,28,16,30,57,91,7,0.7,72.2,12,970,193
2015,1,29,8,30,64,120,4,0.2,89.19,8,970,0
2015,1,29,9,30,99,271,4,0.2,76.05,11,970,133
2015,1,29,10,30,303,399,4,0.1,68.06,14,970,104
2015,1,29,11,30,430,478,3,0.1,66.63,15,970,194
2015,1,29,12,30,500,500,1,0.1,64.14,16,970,287
2015,1,29,13,30,371,468,3,0.1,65.78,16,970,373
2015,1,29,14,30,238,381,4,0.1,73.39,16,970,492
2015,1,29,15,30,193,250,4,0.2,87.08,14,970,402
2015,1,29,16,30,78,97,7,0.4,100,11,970,268
2015,1,30,8,30,133,133,1,0.2,88.96,7,970,0
2015,1,30,9,30,104,290,3,0.2,78.18,10,970,53
2015,1,30,10,30,194,421,3,0.2,70.08,13,970,159
2015,1,30,11,30,287,501,3,0.2,69,15,970,208
2015,1,30,12,30,373,525,3,0.2,65.8,16,970,274
2015,1,30,13,30,492,492,0,0.1,62.48,16,960,533
2015,1,30,14,30,402,402,0,0.1,69.28,15,960,500
2015,1,30,15,30,268,268,0,0.2,87.3,13,960,317
2015,1,30,16,30,108,108,0,0.4,100,10,970,207
2015,1,31,8,30,53,142,4,0.3,82.95,7,970,0
2015,1,31,9,30,159,302,3,0.3,72.33,10,970,22
2015,1,31,10,30,208,430,3,0.3,66.38,12,970,160
2015,1,31,11,30,274,509,3,0.3,65.96,14,960,98
2015,1,31,12,30,533,533,0,0.3,64.32,15,960,157
2015,1,31,13,30,500,500,0,0.2,62.3,15,960,150
2015,1,31,14,30,317,410,3,0.2,72.9,15,960,24
2015,1,31,15,30,207,273,3,0.3,97.45,13,960,133
2015,1,31,16,30,110,110,0,0.4,100,10,960,78
2015,2,1,8,30,22,128,6,0.2,86.77,9,960,0
2015,2,1,9,30,160,279,7,0.2,89.37,12,960,43
2015,2,1,10,30,98,404,4,0.2,79.49,13,960,50
2015,2,1,11,30,157,480,7,0.2,72.45,14,960,199
2015,2,1,12,30,150,502,7,0.2,76,14,960,215
2015,2,1,13,30,24,461,4,0.1,89.51,13,960,149
2015,2,1,14,30,133,371,7,0.1,100,12,960,87
2015,2,1,15,30,78,241,4,0.1,100,11,970,133
2015,2,1,16,30,49,93,7,0.1,100,11,970,108
2015,2,2,8,30,43,125,6,0.2,100,12,960,0
2015,2,2,9,30,50,273,6,0.3,100,13,960,4
2015,2,2,10,30,199,392,7,0.2,100,13,960,59
2015,2,2,11,30,215,473,4,0.2,100,14,960,138
2015,2,2,12,30,149,501,6,0.2,100,13,960,150
2015,2,2,13,30,87,469,6,0.1,100,13,960,285
2015,2,2,14,30,133,383,7,0.1,100,13,960,270
2015,2,2,15,30,108,257,4,0.2,100,12,960,210
2015,2,2,16,30,24,106,4,0.2,100,11,960,56
2015,2,3,8,30,4,138,4,0.2,100,12,960,0
2015,2,3,9,30,59,289,4,0.3,100,13,960,18
2015,2,3,10,30,138,415,7,0.3,100,13,960,157
2015,2,3,11,30,150,493,7,0.3,100,13,960,253
2015,2,3,12,30,285,514,7,0.3,100,13,960,209
2015,2,3,13,30,270,483,7,0.2,100,13,960,409
2015,2,3,14,30,210,400,7,0.2,100,13,960,502
2015,2,3,15,30,56,269,7,0.1,100,12,960,357
2015,2,3,16,30,56,116,7,0.3,100,11,960,178
2015,2,4,8,30,18,147,4,0.2,100,10,960,0
2015,2,4,9,30,157,307,4,0.3,100,11,960,74
2015,2,4,10,30,253,436,6,0.3,100,13,960,130
2015,2,4,11,30,209,515,6,0.3,99.72,14,960,213
2015,2,4,12,30,409,537,7,0.3,92.12,14,960,102
2015,2,4,13,30,502,502,1,0.2,90.21,15,960,136
2015,2,4,14,30,357,411,7,0.2,91.78,14,960,312
2015,2,4,15,30,178,277,7,0.2,100,13,960,178
2015,2,4,16,30,76,119,7,0.3,100,12,960,183
2015,2,5,8,30,74,145,7,0.4,100,11,950,0
2015,2,5,9,30,130,300,4,0.4,100,12,950,9
2015,2,5,10,30,213,424,6,0.4,100,12,950,5
2015,2,5,11,30,102,505,6,0.4,100,12,950,35
2015,2,5,12,30,136,531,7,0.5,99.61,12,950,143
2015,2,5,13,30,312,495,7,0.5,99.67,12,950,23
2015,2,5,14,30,178,408,7,0.5,99.25,12,950,255
2015,2,5,15,30,183,279,7,0.5,100,12,950,126
2015,2,5,16,30,16,125,7,0.5,100,11,950,199
2015,2,6,8,30,9,152,6,0.5,100,11,950,4
2015,2,6,9,30,5,309,9,0.5,100,11,950,52
2015,2,6,10,30,35,435,6,0.5,100,11,950,89
2015,2,6,11,30,143,514,6,0.4,98.81,11,950,332
2015,2,6,12,30,23,538,6,0.3,98.51,11,950,208
2015,2,6,13,30,255,505,6,0.3,100,11,950,187
2015,2,6,14,30,126,416,4,0.2,100,12,950,286
2015,2,6,15,30,199,285,7,0.1,100,11,950,123
2015,2,6,16,30,62,128,4,0.3,100,10,950,207
2015,2,7,7,30,4,14,7,0.3,100,10,950,0
2015,2,7,8,30,52,159,7,0.4,100,10,960,3
2015,2,7,9,30,89,320,6,0.5,100,10,960,34
2015,2,7,10,30,332,445,4,0.5,100,11,960,38
2015,2,7,11,30,208,528,7,0.5,96.84,11,960,226
2015,2,7,12,30,187,555,6,0.4,90.19,12,960,147
2015,2,7,13,30,286,519,7,0.4,88.67,12,960,363
2015,2,7,14,30,123,431,7,0.3,94.34,12,960,172
2015,2,7,15,30,207,297,7,0.2,100,11,960,84
2015,2,7,16,30,45,135,4,0.2,100,10,960,296
2015,2,8,7,30,3,15,6,0.2,100,9,960,0
2015,2,8,8,30,34,156,6,0.3,100,10,960,6
2015,2,8,9,30,38,313,6,0.3,100,11,960,62
2015,2,8,10,30,226,442,6,0.4,100,12,950,192
2015,2,8,11,30,147,523,7,0.5,100,14,950,370
2015,2,8,12,30,363,549,7,0.6,97.59,15,950,546
2015,2,8,13,30,172,517,7,0.5,98.57,15,950,442
2015,2,8,14,30,84,429,7,0.4,94.5,14,950,119
2015,2,8,15,30,296,296,0,0.3,100,14,950,288
2015,2,8,16,30,83,137,3,0.2,100,13,950,123
2015,2,9,7,30,6,17,4,0.4,100,8,960,0
2015,2,9,8,30,62,166,4,0.5,100,9,960,12
2015,2,9,9,30,192,331,4,0.6,98.83,9,960,97
2015,2,9,10,30,370,462,3,0.6,98.31,10,960,268
2015,2,9,11,30,546,546,1,0.6,90.53,11,960,340
2015,2,9,12,30,442,570,2,0.6,82.41,11,960,422
2015,2,9,13,30,119,533,4,0.5,86.49,11,960,419
2015,2,9,14,30,288,441,4,0.4,85.08,10,960,433
2015,2,9,15,30,123,303,4,0.3,90.33,9,960,345
2015,2,9,16,30,93,141,3,0.1,100,8,960,219
2015,2,10,7,30,12,22,7,0.3,100,4,970,0
2015,2,10,8,30,97,182,4,0.2,98.97,6,970,10
2015,2,10,9,30,268,348,7,0.2,90.73,8,970,82
2015,2,10,10,30,340,478,7,0.2,80.47,10,970,213
2015,2,10,11,30,422,557,7,0.2,68.49,11,970,358
2015,2,10,12,30,419,579,7,0.2,62.95,12,970,489
2015,2,10,13,30,433,541,7,0.2,64.77,12,970,365
2015,2,10,14,30,345,448,8,0.1,67.01,12,970,299
2015,2,10,15,30,219,312,7,0.2,83.24,11,970,195
2015,2,10,16,30,67,148,6,0.3,90.07,10,970,199
2015,2,11,7,30,10,23,6,0.3,89.8,5,970,0
2015,2,11,8,30,82,179,6,0.3,78.91,8,970,24
2015,2,11,9,30,213,342,4,0.3,70.78,11,970,86
2015,2,11,10,30,358,468,7,0.2,69.09,13,970,234
2015,2,11,11,30,489,551,7,0.1,71.64,14,970,361
2015,2,11,12,30,365,577,6,0.1,69.93,15,970,568
2015,2,11,13,30,299,547,6,0.1,66.84,16,970,461
2015,2,11,14,30,195,460,7,0.2,59.26,17,970,411
2015,2,11,15,30,199,321,6,0.3,61.57,16,970,346
2015,2,11,16,30,89,153,6,0.4,70.52,14,970,252
2015,2,12,7,30,24,24,4,0.3,97.1,6,970,0
2015,2,12,8,30,86,182,4,0.3,87.82,8,970,7
2015,2,12,9,30,234,349,3,0.3,81.14,10,970,54
2015,2,12,10,30,361,484,4,0.2,77,12,970,219
2015,2,12,11,30,568,568,0,0.2,78.23,14,970,340
2015,2,12,12,30,461,595,4,0.1,75.51,15,970,423
2015,2,12,13,30,411,559,4,0.1,74.37,16,970,466
2015,2,12,14,30,346,466,7,0.2,73.38,16,970,395
2015,2,12,15,30,252,327,4,0.3,68.46,16,970,305
2015,2,12,16,30,100,158,4,0.3,58.61,15,970,187
2015,2,13,7,30,7,26,4,0.3,96.59,7,970,0
2015,2,13,8,30,54,182,4,0.3,94.56,9,970,31
2015,2,13,9,30,219,348,7,0.3,86.59,10,970,41
2015,2,13,10,30,340,482,7,0.2,80.25,12,970,213
2015,2,13,11,30,423,565,7,0.2,79.48,14,970,233
2015,2,13,12,30,466,588,7,0.1,76.57,15,970,220
2015,2,13,13,30,395,551,4,0.1,80.36,15,970,478
2015,2,13,14,30,305,459,6,0.2,88.24,14,970,572
2015,2,13,15,30,187,321,6,0.4,97.04,13,970,479
2015,2,13,16,30,80,156,6,0.5,88.5,13,970,339
2015,2,13,17,30,6,12,7,0.3,79.43,12,970,169
2015,2,14,7,30,31,31,1,0.4,90.02,6,970,0
2015,2,14,8,30,41,192,3,0.1,83.08,9,970,8
2015,2,14,9,30,213,359,3,0,73.24,11,970,47
2015,2,14,10,30,233,497,3,0.1,61.49,14,970,206
2015,2,14,11,30,220,581,3,0.1,60.08,16,970,358
2015,2,14,12,30,478,605,2,0.1,59.1,17,970,434
2015,2,14,13,30,572,572,0,0.2,62.4,17,970,499
2015,2,14,14,30,479,479,0,0.2,71.45,16,970,425
2015,2,14,15,30,339,339,0,0.2,83.51,15,970,394
2015,2,14,16,30,169,169,0,0.2,100,12,970,351
2015,2,14,17,30,15,15,0,0.3,100,9,970,123
2015,2,15,7,30,8,37,4,0.3,96.03,6,970,0
2015,2,15,8,30,47,211,4,0.4,79.4,8,970,39
2015,2,15,9,30,206,383,7,0.4,67.31,11,970,207
2015,2,15,10,30,358,518,7,0.4,61.59,14,970,375
2015,2,15,11,30,434,601,4,0.4,57.23,16,970,508
2015,2,15,12,30,499,625,7,0.3,57.26,17,970,590
2015,2,15,13,30,425,588,4,0.3,57.7,18,970,615
2015,2,15,14,30,394,493,3,0.2,63.94,17,960,581
2015,2,15,15,30,351,351,0,0.3,83.6,16,960,490
2015,2,15,16,30,123,178,3,0.7,100,13,960,350
2015,2,15,17,30,13,18,3,0.7,95.07,10,960,122
2015,2,16,7,30,39,39,1,0.4,78.27,6,960,0
2015,2,16,8,30,207,207,0,0.4,70.79,9,960,41
2015,2,16,9,30,375,375,0,0.4,64.11,12,960,209
2015,2,16,10,30,508,508,0,0.4,58.61,15,960,377
2015,2,16,11,30,590,590,0,0.4,57.69,17,960,509
2015,2,16,12,30,615,615,0,0.3,56.65,18,960,591
2015,2,16,13,30,581,581,0,0.2,56.72,18,960,616
2015,2,16,14,30,490,490,0,0.2,63.63,19,960,581
2015,2,16,15,30,350,350,0,0.3,67.49,18,960,489
2015,2,16,16,30,122,180,3,0.7,85.28,15,960,277
2015,2,16,17,30,14,21,4,1,71.58,13,960,124
2015,2,17,7,30,41,41,4,0.4,80.21,7,960,0
2015,2,17,8,30,209,209,0,0.3,74.68,10,960,44
2015,2,17,9,30,377,377,0,0.2,65.64,13,960,213
2015,2,17,10,30,509,509,0,0.1,61.64,16,960,384
2015,2,17,11,30,591,591,0,0,56.35,18,960,519
2015,2,17,12,30,616,616,0,0,53.53,19,960,602
2015,2,17,13,30,581,581,0,0.1,55.78,19,960,625
2015,2,17,14,30,489,489,1,0.1,65.5,19,960,587
2015,2,17,15,30,277,350,3,0.3,72.54,17,960,492
2015,2,17,16,30,124,180,3,0.5,85.71,15,960,307
2015,2,17,17,30,22,22,0,0.6,78.81,14,960,72
2015,2,18,7,30,44,44,1,0.1,93.52,10,970,0
2015,2,18,8,30,213,213,0,0.1,91.8,12,970,46
2015,2,18,9,30,384,384,0,0.1,79.5,14,970,150
2015,2,18,10,30,519,519,0,0.1,69.4,15,970,283
2015,2,18,11,30,602,602,0,0.1,63.04,16,970,518
2015,2,18,12,30,625,625,0,0.1,57.72,17,970,600
2015,2,18,13,30,587,587,0,0.1,57.43,17,970,624
2015,2,18,14,30,492,492,0,0.2,62.77,16,970,495
2015,2,18,15,30,307,351,7,0.2,79.27,15,970,495
